name,city,country,latitude,longitude,type
CHELT_TESTING,,,51.900746,-2.082094,LEO Ground Station
Echeandia,,,-34.64539,-58.46166,LEO Ground Station
PG-GS1,,,55.887,-3.486,LEO Ground Station
Cape Cod SatNOGS,,,41.770246,-70.49698,LEO Ground Station
Leo Almazan,,,15.145,120.5887,LEO Ground Station
KH6AN,,,20.88694,-156.504822,LEO Ground Station
Santa Cruz,,,32.696,-16.777,LEO Ground Station
Brussels,,,50.832116,4.415271,LEO Ground Station
M0RSX,,,52.483,1.714,LEO Ground Station
Pinus,,,37.821,12.532,LEO Ground Station
Kenidowa_VHS,,,43.65,116.33,LEO Ground Station
HA71970,,,47.414,18.835,LEO Ground Station
CR7BDI,,,38.950421,-9.409314,LEO Ground Station
Tandoor,,,60.632,24.858,LEO Ground Station
Warndon,,,52.210418,-2.170643,LEO Ground Station
EARTHI,,,51.241323,-0.616064,LEO Ground Station
HamburgFunk,,,53.5903,10.04051,LEO Ground Station
ON4CCM,,,51.253856,4.784409,LEO Ground Station
VK4XSS-70,,,-23.87721,151.23486,LEO Ground Station
VK4XSS-2,,,-23.87721,151.23486,LEO Ground Station
Surbiton,,,51.3895,-0.3082,LEO Ground Station
GS1,,,13.060596,77.587497,LEO Ground Station
KS1G-VHF2,,,38.9987,-77.385,LEO Ground Station
SQ5KTM,,,52.332,20.893,LEO Ground Station
Coetzenburg,,,-33.936818,18.870861,LEO Ground Station
"CA,USA-Fixed UHF",,,33.49641,-117.089502,LEO Ground Station
anomoly40's Raspberry Pi Ground Station,,,35.05307,-92.46006,LEO Ground Station
kc1ist,,,42.392,-71.11,LEO Ground Station
Provost Alberta Groundstation #1,,,52.449042,-110.51078,LEO Ground Station
Testing,,,51.208323,0.072759,LEO Ground Station
Chartreuse - Omidirectional,,,45.395,5.691,LEO Ground Station
Outernet S.E.,,,33.575683,-83.182379,LEO Ground Station
KC9CJJ-Test,,,39.8224341,-84.8828493,LEO Ground Station
Colme,,,40.55689,-4.01396,LEO Ground Station
IK2XRO,,,45.375,9.392,LEO Ground Station
VA7EEX - VHF,,,49.356,-123.41,LEO Ground Station
G7HXX,,,50.864613,0.255234,LEO Ground Station
01GFH,,,53.38,-2.758,LEO Ground Station
zx,,,39.542633,21.781689,LEO Ground Station
CalgaryL,,,51.106,-114.145,LEO Ground Station
URE CHASNA EA8URE,,,28.07965,-16.681799,LEO Ground Station
londonsat,,,51.6004296,-0.1562458,LEO Ground Station
William H Redfern,,,-37.784,176.318,LEO Ground Station
WW1ACE,,,37.909722,-122.078819,LEO Ground Station
AFK1818,,,35.744,51.5,LEO Ground Station
RTL-SDR_Teststation,,,48.567624,9.303208,LEO Ground Station
F4FWH,,,49.4977,0.1164,LEO Ground Station
IU2KQB,,,45.219399,9.357114,LEO Ground Station
VR87,,,41.9,12.5,LEO Ground Station
MBC-GS-01,,,51.82679,-2.71913,LEO Ground Station
YT2CQ,,,45.252,19.803,LEO Ground Station
PU5FON - Under Test,,,-27.475086,-48.403678,LEO Ground Station
guidoz,,,39.769,-105.02,LEO Ground Station
m0dmc,,,52.19,0.15,LEO Ground Station
VHF/UHF Quad-Helix (M7ADH),,,53.429,-3.04,LEO Ground Station
Dima,,,43.169111,-70.615408,LEO Ground Station
Sunshine,,,37.33,-122.023,LEO Ground Station
GS1,,,34.047,-84.566,LEO Ground Station
Munich West,,,48.192252,11.60531,LEO Ground Station
JP's Workshop,,,51.630695,-3.98096,LEO Ground Station
FATEC-SENAI Ddos,,,-22.2218,-54.8064,LEO Ground Station
a,,,83.515135,2.916847,LEO Ground Station
test63000,,,45.959808,3.474104,LEO Ground Station
RaspBerryFH,,,51.494036,7.420028,LEO Ground Station
RTL-SDR-007,,,34.854,-82.288,LEO Ground Station
Rowdy,,,42.71,-71.35,LEO Ground Station
Lusosec,,,39.296487,-9.315573,LEO Ground Station
"KB4NKO - Virginia Beach, VA, US UHF",,,36.786197,-76.175614,LEO Ground Station
VK2BYF,,,-34.85,150.6,LEO Ground Station
NZ-HMT-VHF,,,-37.807353,175.326327,LEO Ground Station
UY0LL,,,49.9675,35.9715,LEO Ground Station
Bouwel Basestation,,,51.16651,4.74325,LEO Ground Station
iz3zlu,,,45.47457,11.38252,LEO Ground Station
ORION Space Training,,,27.679,85.409,LEO Ground Station
Ground Station 1,,,34.0414,-84.20075,LEO Ground Station
UCI CubeSat Ground Station,,,33.6430695631,-117.837281322,LEO Ground Station
KD5QZG - VHF/UHF,,,30.179,-92.054,LEO Ground Station
rp3uhfpgr,,,44.175502,5.019989,LEO Ground Station
SuperAntennaz,,,45.19598,5.68368,LEO Ground Station
"Queanbeyan, NSW",,,-35.356,149.229,LEO Ground Station
9W8CAS-Base,,,1.5123389,110.2878654,LEO Ground Station
KB9JHU-Experimental2,,,39.236,-86.305,LEO Ground Station
Desert Wire,,,33.3668138,-111.7860305,LEO Ground Station
FSA_Valdivia,,,-39.801871,-73.206336,LEO Ground Station
cchv,,,-39.8125,-73.2083,LEO Ground Station
PF_DE_VHF_TA1,,,48.886,8.693,LEO Ground Station
VillageLab Ground Station (VHF),,,48.039,37.4,LEO Ground Station
Omni_1,,,46.77103,-100.68879,LEO Ground Station
South Fayette - 1,,,40.35,-80.17,LEO Ground Station
LondonN1,,,51.541931,-0.09612,LEO Ground Station
STEM,,,39.774102,-84.082145,LEO Ground Station
GS2,,,30.231355,-87.943461,LEO Ground Station
N8HF,,,40.034866,-82.384599,LEO Ground Station
Arizona,,,33.464,-111.532,LEO Ground Station
Melb VHF,,,-37.981398,145.078499,LEO Ground Station
st0,,,45.0,-93.4,LEO Ground Station
Morrow-1,,,42.659196,23.282456,LEO Ground Station
Vlissingen,,,51.4622,3.5884,LEO Ground Station
Bury St Edmunds Shed,,,52.24787,0.69382,LEO Ground Station
test_tomori,,,36.0850456,140.1065189,LEO Ground Station
"VHF Ground Station - Sofia,Bulgaria",,,42.668157,23.374124,LEO Ground Station
eastgarage,,,40.444,-79.941,LEO Ground Station
EA3IBC - Oscar - Barcelona Spain - vhf QFH,,,41.45,2.25,LEO Ground Station
IES Pedro de Valdivia,,,38.972555,-5.787777,LEO Ground Station
Stanford REx Lab,,,37.4266591,-122.1735691,LEO Ground Station
Hans Berends (ZL1JA),,,-43.28382,172.7023,LEO Ground Station
EA7KGC - San Fernado - ES,,,36.46096,-6.20483,LEO Ground Station
KN4QGM,,,37.4262,-77.4877,LEO Ground Station
S59MZ-UHF,,,46.258282,14.386951,LEO Ground Station
RPi3,,,40.676,-75.608,LEO Ground Station
N0RSR-2M,,,32.974482,-111.78266,LEO Ground Station
NANIKANA,,,48.2,-77.9,LEO Ground Station
oe5nvl-vhf test,,,47.8,13.75,LEO Ground Station
S55KZ,,,46.023479,14.302463,LEO Ground Station
E3T_UIS_CEMOS,,,7.14186,-73.12217,LEO Ground Station
SatStationBangladesh,,,23.7292,90.375,LEO Ground Station
N2QG,,,39.8635,-74.9395,LEO Ground Station
Danny's Ground Station,,,31.895357999999998,35.0080691,LEO Ground Station
inSanesaVag3-GS,,,23.7484,90.38638,LEO Ground Station
Feodosia,,,45.04957699999999,35.371363,LEO Ground Station
OE5BPA,,,48.1298042,13.9132226,LEO Ground Station
Omni CCERES,,,48.804,2.227,LEO Ground Station
DL6KBG (VHF),,,51.235,14.205,LEO Ground Station
ESAC CESAR,,,40.444,-3.953,LEO Ground Station
oe2wnl,,,47.434,12.835,LEO Ground Station
SWSU,,,51.739,36.148,LEO Ground Station
826DE,,,63.1038715,21.593208,LEO Ground Station
Newbigging Farm House,,,55.437096,-2.463421,LEO Ground Station
F5VKV,,,43.74322,7.41975,LEO Ground Station
DL6KBG (UHF),,,51.235,14.205,LEO Ground Station
SQ3TLE - Kalisz Ground Station,,,51.774424,18.058974,LEO Ground Station
El Guacal,,,14.604,-90.668,LEO Ground Station
Round Hill - VA,,,39.13533,-77.769,LEO Ground Station
Nuevo Progreso Mexico,,,26.0498,-97.9511,LEO Ground Station
ASAT UHF QFH,,,40.6267047,22.9582459,LEO Ground Station
SF_GROUNDSTATION,,,51.46611,-0.95527,LEO Ground Station
Ecublens Station,,,46.5226518,6.5597453,LEO Ground Station
ESA Academy @ESTEC,,,52.217,4.423,LEO Ground Station
Hoogkarspel,,,52.6947718,5.1698275,LEO Ground Station
Valpo WIRED Lab 2,,,41.436,-87.038,LEO Ground Station
Ottawa,,,45.0,-75.0,LEO Ground Station
BEEGND-3,,,52.512,13.327,LEO Ground Station
WS5VET,,,30.460547,-97.631224,LEO Ground Station
KE4URP,,,34.268,-84.8199,LEO Ground Station
mikedeltagolf,,,-27.544,153.112,LEO Ground Station
mikedeltabase,,,-27.551,153.099,LEO Ground Station
PR8KW,,,-2.508386,-44.296837,LEO Ground Station
Eplevei,,,58.1749,8.0926,LEO Ground Station
hpfmn-test,,,52.405689,13.060609,LEO Ground Station
EA1JK,,,43.465452,-3.84154,LEO Ground Station
NewUlm-UHF-2,,,29.854743,-96.527375,LEO Ground Station
Newbigging Farm Shack,,,55.436252,-2.467573,LEO Ground Station
SatTrack Windsor,,,38.555729,-122.790677,LEO Ground Station
Little Sandbox,,,53.44296,-2.93125,LEO Ground Station
W7DM-6,,,47.68,-122.11,LEO Ground Station
KC3CQZ,,,28.3284,-81.3895,LEO Ground Station
Astraea,,,30.473131199999997,-97.6439717,LEO Ground Station
PD1WE,,,51.5208,5.375,LEO Ground Station
Mumbai GS,,,19.047914,73.077628,LEO Ground Station
N2Go-Teststation,,,52.388913,12.848049,LEO Ground Station
YO3GWM-VD1,,,45.283,25.7278,LEO Ground Station
IU3AAM Station,,,45.818,12.897,LEO Ground Station
lutgarugt,,,31.8693,-116.644311,LEO Ground Station
ubc-mobile,,,49.261,-123.249,LEO Ground Station
NWGS-1,,,55.684656600000004,37.3407539,LEO Ground Station
LizGS,,,58.37737,25.57699,LEO Ground Station
Robin Hood's Bay Satellite Tracking Station,,,54.4344,-0.535,LEO Ground Station
BCHN17,,,50.196,6.454,LEO Ground Station
Antin_Piha,,,62.792972,22.782104,LEO Ground Station
45g4ggr9,,,10.250059987303016,-5.053710937500001,LEO Ground Station
RED1,,,43.420784,-83.939863,LEO Ground Station
valcesch_nl,,,52.160871,4.493091,LEO Ground Station
Grafton Station,,,41.228507,-82.042431,LEO Ground Station
KK4QAM,,,32.107,-87.845,LEO Ground Station
SGS-101-007,,,0.2087,51.8032,LEO Ground Station
KB2HSH,,,42.9792,-78.875,LEO Ground Station
CCERES,,,48.80667,2.229157,LEO Ground Station
Valpo WIRED Lab 3,,,41.436,-87.038,LEO Ground Station
UCAnFLY,,,36.538554,-6.200568,LEO Ground Station
G4OAO-IO91JN,,,51.56846,-1.235724,LEO Ground Station
E29AHU,,,13.809,99.785,LEO Ground Station
uv5re PLus,,,48.58619,-109.2342262,LEO Ground Station
THUNDERBIRD,,,49.2765,-123.2177,LEO Ground Station
KJ6DZB,,,37.878,-122.297,LEO Ground Station
eedc.pl,,,51.223931,17.380772,LEO Ground Station
Raspberry pi,,,52.3356,2.0619,LEO Ground Station
SPID-Testing,,,52.514924,13.326972,LEO Ground Station
UTEP Ground Station,,,31.767804,-106.435077,LEO Ground Station
iv3iim,,,45.4954,13.3934,LEO Ground Station
Roberto,,,-34.55391,-58.466,LEO Ground Station
Troy-1 GS,,,40.105,26.405,LEO Ground Station
c3wttr,,,48.1017,11.5599,LEO Ground Station
The Pi Shed,,,53.31675,-3.45996,LEO Ground Station
CA-USA Fixed VHF,,,33.4965,-117.087,LEO Ground Station
VK3DFR-SA-GP,,,-35.107126,138.521792,LEO Ground Station
2E0TXE-Satnogs,,,53.163,-2.225,LEO Ground Station
Bayt al-Hikma,,,30.508255,-97.678894,LEO Ground Station
HS3LIQ,,,14.975,102.107,LEO Ground Station
Field Station Luxembourg VHF,,,49.68,6.139,LEO Ground Station
Ground Station Imadol,,,27.6695,85.3408,LEO Ground Station
Westcott,,,51.86,-1.0,LEO Ground Station
OL7M,,,50.2098644,16.2179322,LEO Ground Station
Nucleus,,,47.406,8.393,LEO Ground Station
VK3TMC,,,-37.80399,145.238055,LEO Ground Station
CCERES OMNI,,,48.804,2.227,LEO Ground Station
CCERES OMNI,,,48.804,2.227,LEO Ground Station
Bilbao,,,43.262987,-2.935036,LEO Ground Station
Mobile-V-Dipole,,,44.797,20.403,LEO Ground Station
Mytikas,,,38.671201,20.94245,LEO Ground Station
Tonlos,,,53.449,5.632,LEO Ground Station
R1LB,,,59.3942,29.5926,LEO Ground Station
MXL-FXB-Test,,,42.293316,-83.712025,LEO Ground Station
chamberlain_sd,,,43.803,-99.21,LEO Ground Station
ve2wi - VHF,,,45.42,-73.465,LEO Ground Station
ve2wi - VHF,,,44.3,-73.71,LEO Ground Station
UPTC-GS,,,5.555147,-73.354812,LEO Ground Station
Satellite Attachment Terminal (SAT),,,51.58328,-0.06718,LEO Ground Station
CERDECAM,,,50.85,4.454,LEO Ground Station
"N6RFM Bristol, RI, USA",,,41.6771,-71.2662,LEO Ground Station
"OK2PNQ South Moravia, CZ",,,49.175063,16.959494,LEO Ground Station
GS3,,,38.756001,-75.181065,LEO Ground Station
Sophon,,,-23.135,-45.514,LEO Ground Station
jplw,,,-41.874895,-73.810644,LEO Ground Station
CE3PCN,,,-33.633017,-70.594551,LEO Ground Station
Homebrew Space Club @CamMakespace,,,52.202061,0.116616,LEO Ground Station
Astra1,,,38.9,-77.3,LEO Ground Station
AistechGS,,,41.27,1.99,LEO Ground Station
PE1KEH,,,51.4678284,5.4806506,LEO Ground Station
Day of Radio SPb,,,60.001756,30.326815,LEO Ground Station
M6OTL,,,53.6185,-1.8812,LEO Ground Station
YahSat Space Lab,,,24.438,54.625,LEO Ground Station
PenzanceUK-A,,,50.11644,-5.534995,LEO Ground Station
CE3VRT - VHF - UHF,,,-33.659,-70.727,LEO Ground Station
WA2TQI,,,39.92771,-74.982543,LEO Ground Station
9V1LH/p testing,,,1.3770692005936946,103.94163791650931,LEO Ground Station
9V1AI,,,1.30594476402,103.781631272,LEO Ground Station
PA2DX_uhf,,,53.178722,5.92635,LEO Ground Station
EM95nf,,,35.227085,-80.843124,LEO Ground Station
YO8SDE,,,47.1419,27.5808,LEO Ground Station
CE3VRT,,,-33.6587,-70.73149,LEO Ground Station
England,,,55.763268,-2.011131,LEO Ground Station
Nougat,,,-32.916593,151.708983,LEO Ground Station
UNIVERSITY OF WEST ATTICA,,,37.978648,23.673806,LEO Ground Station
SWLJN26,,,46.32668,5.314773,LEO Ground Station
WoodySat,,,51.946428,-2.046122,LEO Ground Station
EchotaCore01,,,34.12934,-84.513026,LEO Ground Station
Mobile Gasser,,,37.5457867208,-122.493588757,LEO Ground Station
Archodiko-UHF,,,36.97059,22.14474,LEO Ground Station
NoorSat Ground Station_1,,,-17.4939,31.0312,LEO Ground Station
Valpo WIRED Lab 5,,,41.462582,-87.038378,LEO Ground Station
TBC,,,-34.48,-58.78,LEO Ground Station
John Dale,,,49.563,-117.25,LEO Ground Station
K4OAM,,,-41.1017,-71.4467,LEO Ground Station
HeckaSatNOG1,,,38.341,-85.892,LEO Ground Station
KD7211,,,37.662,-122.1,LEO Ground Station
Denver Hale,,,39.7365,-104.934,LEO Ground Station
Valpo WIRED Lab 4,,,41.46246,-87.038303,LEO Ground Station
Archodiko-UHF-2,,,36.971,22.145,LEO Ground Station
Litochoro,,,38.0,23.0,LEO Ground Station
Dev Station Pierros 1,,,0.0,0.0,LEO Ground Station
Dev Station Pierros 2,,,-10.0,10.0,LEO Ground Station
Archodiko UHD Test,,,36.971,22.145,LEO Ground Station
Archodiko-S-2,,,36.97059,22.14474,LEO Ground Station
Archodiko-L-1,,,36.97059,22.14474,LEO Ground Station
Archodiko-L-2,,,36.97059,22.14474,LEO Ground Station
Archodiko-L-3,,,36.97059,22.14474,LEO Ground Station
Avia S,,,36.96078,22.14468,LEO Ground Station
SV1QZZ - VHF #1,,,38.022,23.828,LEO Ground Station
M0ZJO Ground Station - AHT,,,51.237784,-0.45477,LEO Ground Station
Primary,,,38.67243,-121.09115,LEO Ground Station
Supermikko,,,60.1920098,24.9428249,LEO Ground Station
Adkins Road,,,38.7,-82.247,LEO Ground Station
ObsSat,,,-33.918861,18.4233,LEO Ground Station
R&R ARISS GS,,,40.0376,-75.34,LEO Ground Station
Nick and Peter's ARISS station,,,40.04,-75.35,LEO Ground Station
ve4drk-test,,,49.836801,-97.078143,LEO Ground Station
DL0CRE,,,51.6283111,7.2596558,LEO Ground Station
Playhouse,,,51.9884,-2.393,LEO Ground Station
cos-pinecreek,,,38.982,-104.767,LEO Ground Station
PU3KPR Canela,,,-29.352159,-50.830214,LEO Ground Station
Tomi OH1HPZ,,,60.2,24.95,LEO Ground Station
jcb-test-vhf,,,38.01697,23.7314,LEO Ground Station
SM2KOT - VHF / UHF,,,65.080031,18.631284,LEO Ground Station
VK5SAM- 2M,,,-34.59378,138.75847,LEO Ground Station
SUNSET-W2GMD-UHF,,,37.76,-122.4975,LEO Ground Station
"Canberra, Australia  VK1MIC",,,-35.19876,149.14915,LEO Ground Station
Sentinel01,,,48.265618,14.1736558,LEO Ground Station
IZ1ERR,,,45.35,7.69,LEO Ground Station
IK5NAX,,,43.771,11.208,LEO Ground Station
NU8M QTH,,,42.497,-83.671,LEO Ground Station
ad_petra,,,38.9066,-77.1992,LEO Ground Station
Romeo-Golf-VHF,,,51.41016131,-0.84604257,LEO Ground Station
K8MU,,,42.485,-82.966,LEO Ground Station
KD6SKJ,,,33.963818,-118.41389,LEO Ground Station
pi-receiver,,,-36.770859,174.749996,LEO Ground Station
WizRd,,,-34.849159,138.663741,LEO Ground Station
SM2KOT-2,,,65.08,18.631,LEO Ground Station
Ellicott,,,39.2721,-76.8589,LEO Ground Station
Home,,,42.597,-83.743,LEO Ground Station
ACI Ground Station,,,41.37101,-73.96282,LEO Ground Station
Romeo-Golf-UHF,,,51.41016131,-0.84604257,LEO Ground Station
DL4FW,,,51.175,14.174,LEO Ground Station
PA1KE/VHF/UHF,,,51.733733,5.303732,LEO Ground Station
VK3VW,,,-37.8143,145.3332,LEO Ground Station
KC4LE V/U GP w/ LNA,,,33.323,-86.888,LEO Ground Station
14FRS3034,,,48.2,7.2,LEO Ground Station
NTSatlink,,,34.60225,-88.547191,LEO Ground Station
VK5QI-400MHz,,,-34.7207,138.6927,LEO Ground Station
SpreefeldGS Alpha,,,52.510499,13.424937,LEO Ground Station
PA3FKP,,,51.951221,6.14318,LEO Ground Station
Test.KO85uv,,,55.8938,37.688,LEO Ground Station
yci,,,38.934,-104.79,LEO Ground Station
RaspberryPi137MHz,,,49.202,18.114,LEO Ground Station
PenzanceUK-B,,,50.11619,-5.53493,LEO Ground Station
K2ZA,,,39.60133,-75.0515,LEO Ground Station
VK2CKP-SatNOGS1,,,-33.933496,151.057973,LEO Ground Station
VE2DTL-VHF,,,45.315,-73.75,LEO Ground Station
SQ3XZ,,,52.425842,16.668924,LEO Ground Station
LU1AAT-1,,,-34.539344,-58.467772,LEO Ground Station
VK2FPAT-1,,,-33.933496,151.057973,LEO Ground Station
westside gndstn,,,53.2718658,-9.0821836,LEO Ground Station
UAC Lab UHF,,,50.8122971,7.5757278,LEO Ground Station
CROZGS,,,55.87064,-4.30625,LEO Ground Station
KC4LE   2-element VHF Turnstyle,,,33.323,-86.888,LEO Ground Station
LU4KC,,,-26.8355487,-65.2182609,LEO Ground Station
LU3MKH,,,-26.836,-65.218,LEO Ground Station
K8GNG_VHF/UHF,,,42.50973365,-83.78566005,LEO Ground Station
CX1TH,,,-34.6458,-54.2083,LEO Ground Station
LW2EE,,,-37.33,-59.11,LEO Ground Station
WILLIAMSTOWN STATION,,,39.6999,-75.0094,LEO Ground Station
Cambridge Homebrew Space Club,,,52.202013,0.116697,LEO Ground Station
ZR6AIC Ground Station,,,-26.285298,28.070619,LEO Ground Station
VHF - KvarkenSpaceCenter,,,63.104573,21.593208,LEO Ground Station
UHF - KvarkenSpaceCenter,,,63.104573,21.593208,LEO Ground Station
KB5ZUR,,,32.5693,-98.2982,LEO Ground Station
LU1KCQ Home,,,-26.81554,-65.29032,LEO Ground Station
IGOSAT,,,48.82763,2.38033,LEO Ground Station
UNISEC India BANGALORE-GS1,,,12.984,77.674,LEO Ground Station
EW6X,,,55.533,28.667,LEO Ground Station
IW2LSI,,,45.692,9.663,LEO Ground Station
OY1JD TEST,,,62.011,-6.767,LEO Ground Station
C-3PiO,,,51.149,-0.962,LEO Ground Station
CICESE I,,,31.869,-116.665,LEO Ground Station
Vertical Dipole,,,62.0176,-6.7625,LEO Ground Station
K2SDR,,,40.1321,-74.0346,LEO Ground Station
br,,,37.2,-120.28,LEO Ground Station
"Manor, TX",,,30.35732,-97.514446,LEO Ground Station
Knudsen ESN @ UCLA,,,34.0706,-118.4411,LEO Ground Station
Knudsen ESN @ UCLA Observer,,,34.071,-118.441,LEO Ground Station
Fritze,,,52.304808,9.605214,LEO Ground Station
UHF Yagi,,,51.123,-0.861,LEO Ground Station
F1JRV,,,43.616,1.302,LEO Ground Station
ka1lex,,,44.56,-73.21,LEO Ground Station
M2MS QFH-137,,,49.2163992,18.7449651,LEO Ground Station
West Malling,,,51.30930556,0.40722222,LEO Ground Station
BeachStation,,,27.941455,-80.495355,LEO Ground Station
KC9SGV,,,42.12,-88.14,LEO Ground Station
KC9SGV,,,42.12,-88.14,LEO Ground Station
TI2RF,,,9.91685,-84.109111,LEO Ground Station
notch,,,44.286,-71.671,LEO Ground Station
cisne_fsa_vhf1,,,-39.82285,-73.239686,LEO Ground Station
Keys,,,-35.16104,150.59215,LEO Ground Station
W6MSU L,,,38.054,-121.361,LEO Ground Station
W2MMD Lindenblad,,,39.716,-75.21,LEO Ground Station
GranaSAT,,,37.144119,-3.6093357,LEO Ground Station
OnTake,,,48.834633,2.398294,LEO Ground Station
cruftpi3,,,40.569,-105.226,LEO Ground Station
DIAMOND X 5000 VHF 144 / UHF 430 / 1200 MHZ,,,37.144119,-3.6093357,LEO Ground Station
Speldorf,,,51.426,6.836,LEO Ground Station
satnogs-gp,,,48.715641,9.648224,LEO Ground Station
Vaihingen Downlink,,,48.73,9.117,LEO Ground Station
AGS-Station,,,50.9821027,11.0271816,LEO Ground Station
AGS-Erfurt,,,50.982,11.0272,LEO Ground Station
CSUM_test,,,43.637,3.843,LEO Ground Station
Northmeadow,,,32.89307,-96.73268,LEO Ground Station
va7dxw,,,49.8879519,-119.4960106,LEO Ground Station
VK4SMC #1,,,-16.448,145.408,LEO Ground Station
Ham Radio Ground Station,,,33.9150176,-6.9161733,LEO Ground Station
BANGALORE-GS-HexBot,,,12.9586727,77.7164128,LEO Ground Station
ASU GS,,,33.418043,-111.928479,LEO Ground Station
PA2LEN-UHF,,,51.41,5.55,LEO Ground Station
Dru VFH,,,39.542,-104.985,LEO Ground Station
cruftpi1,,,40.569,-105.226,LEO Ground Station
VA2HZ,,,45.668896,-73.872871,LEO Ground Station
ArgusNavis,,,28.054904580191632,-82.48074564283125,LEO Ground Station
Strahov,,,50.08058,14.391875,LEO Ground Station
CSUM,,,43.63658,3.843179,LEO Ground Station
YC5ABK,,,-1.3522,100.5925,LEO Ground Station
WP4CNU,,,18.2023,-65.9569,LEO Ground Station
Elmley Castle,,,52.07,-2.026,LEO Ground Station
drfootleg,,,52.247678,0.485139,LEO Ground Station
Testing - KdG - Antwerp,,,51.202661,4.391492,LEO Ground Station
Dru 303,,,39.542,-104.985,LEO Ground Station
Dru GS3,,,39.541665,-104.985093,LEO Ground Station
YC3BVG,,,-8.3125,114.2917,LEO Ground Station
NAT_UFRN,,,-5.88,-35.17,LEO Ground Station
Testing_Curtin_University,,,-32.007,115.894,LEO Ground Station
USRADIOGUY.COM,,,43.00694,-88.800377,LEO Ground Station
UHF Chelsea,,,-38.061,145.124,LEO Ground Station
RPI_RTLSDR_1,,,34.03161,-84.37701,LEO Ground Station
Potrero hill,,,37.7543237,-122.3990973,LEO Ground Station
Gaguchan,,,40.362072,-3.595691,LEO Ground Station
IFSC SJE,,,-27.6086225,-48.6329892,LEO Ground Station
In-Developement,,,54.676533,-5.95002,LEO Ground Station
EW2CQ,,,53.988,27.677,LEO Ground Station
gi0vgv,,,54.48,-6.23,LEO Ground Station
grizu-263 ST | Ground Station,,,41.451788,31.762251,LEO Ground Station
Borders,,,55.614,-2.79,LEO Ground Station
EA4GRN,,,40.385222,-3.4374617,LEO Ground Station
Geisweid,,,50.923947,8.008468,LEO Ground Station
HB9FGJ,,,46.491767,6.316779,LEO Ground Station
Old Gore,,,51.95023,-2.54445,LEO Ground Station
LW7HRM,,,-64.48602,-31.35227,LEO Ground Station
pi2,,,51.06,-4.11,LEO Ground Station
Aistech_Colombia,,,5.02377,-74.46281,LEO Ground Station
MZ test,,,49.99,8.265,LEO Ground Station
Hackerspace.gr 3,,,38.01697,23.7314,LEO Ground Station
mb,,,38.016,23.73,LEO Ground Station
Black Forest Gateaux,,,-37.431822,144.585702,LEO Ground Station
Acme-Orlando,,,28.545,-81.381,LEO Ground Station
ORPS-1,,,-31.884,115.9194,LEO Ground Station
kt2,,,38.01695,23.7312,LEO Ground Station
Medialab Prado @ ETSIDI - UPM,,,40.405253,-3.700408,LEO Ground Station
PenzanceUK-C,,,50.116,-5.535,LEO Ground Station
AISA-S1,,,58.0,56.2,LEO Ground Station
Village,,,55.656321,37.57592841,LEO Ground Station
GranaSAT Ground Station,,,37.144119,-3.6093357,LEO Ground Station
F1SMV,,,43.0434,5.5225,LEO Ground Station
HSCC,,,24.9668964,121.1875892,LEO Ground Station
Darkness_knight,,,30.12,31.28,LEO Ground Station
VHF Ground Plane,,,51.123,-0.861,LEO Ground Station
HSCC_Ground_Station,,,24.9672897,121.187742,LEO Ground Station
MXL-MP,,,37.453,-122.182,LEO Ground Station
sp7k,,,51.965,19.731,LEO Ground Station
FLEASAT PL,,,51.158,14.95,LEO Ground Station
Hackerspace.gr 4,,,39.4202,-83.5634,LEO Ground Station
oe6xug-backup,,,47.058979,15.460038,LEO Ground Station
IK2WPM,,,45.5275,9.2087,LEO Ground Station
Jack,,,45.424,7.596,LEO Ground Station
VK4TAU,,,-27.538,152.938,LEO Ground Station
Yagi UHF Western profile,,,51.221889,-0.195309,LEO Ground Station
Porto Alegre 01,,,-30.0277,-51.2287,LEO Ground Station
TriSept-1,,,39.133759,-77.756358,LEO Ground Station
PicoSatLab,,,23.7788,90.371944,LEO Ground Station
Itamar Maximo de Sena,,,-23.0543,-46.3584,LEO Ground Station
YC2SAT,,,-7.0204,110.3958,LEO Ground Station
PaczkowoStation,,,52.393752,17.150765,LEO Ground Station
KF5DFW,,,39.7897,-119.65719,LEO Ground Station
melbourne-fl,,,28.142915,-80.702774,LEO Ground Station
ZL2FDH,,,-41.091,174.874,LEO Ground Station
QFH UHF Western profile,,,51.222,-0.195309,LEO Ground Station
F4EIR,,,48.843,2.643,LEO Ground Station
AGUS ISMAIL SHOLIH,,,-8.23,111.706667,LEO Ground Station
KE0RWZ-2,,,37.854,-90.625,LEO Ground Station
Alveston 148mhz,,,51.591,-2.527,LEO Ground Station
LU5CQC,,,-34.5706314,-58.4846428,LEO Ground Station
YO9HZN_1,,,44.909,25.575,LEO Ground Station
Kaio Broadcasting Station,,,-19.851053,-44.61531,LEO Ground Station
iLab Pico,,,23.779,90.372,LEO Ground Station
CCCM,,,43.26502,1.16031,LEO Ground Station
KE0PLO,,,38.988,-105.056,LEO Ground Station
PA1SDB,,,53.319,6.856,LEO Ground Station
KICT,,,37.693,-97.346,LEO Ground Station
KC3ECG,,,39.318,-76.796,LEO Ground Station
YD8RPJ,,,1.4497009,125.1267077,LEO Ground Station
S59MZ-VHF,,,46.258282,14.386951,LEO Ground Station
mibu,,,52.311,7.231,LEO Ground Station
